,timestamp,pilot,brackets,module_or_ammo,amount
2191,2023-02-04 13:24:59,Hollindustries,Basilisk -BUH-,Medium Remote Shield Booster II,0
2193,2023-02-04 13:25:04,Hollindustries,Basilisk -BUH-,Large Remote Shield Booster II,0
2196,2023-02-04 13:25:07,Hollindustries,Basilisk -BUH-,Medium Remote Shield Booster II,0
2199,2023-02-04 13:25:12,Hollindustries,Basilisk -BUH-,Large Remote Shield Booster II,0
2200,2023-02-04 13:25:15,Hollindustries,Basilisk -BUH-,Medium Remote Shield Booster II,0
