,timestamp,pilot,target,shiptype,module_or_ammo,dmg,hit_quality
2780,2023-02-01 23:15:23,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3619,Penetrates
2781,2023-02-01 23:15:25,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,55,Hits
2782,2023-02-01 23:15:25,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,83,Penetrates
2783,2023-02-01 23:15:25,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,63,Hits
2784,2023-02-01 23:15:25,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,101,Smashes
2785,2023-02-01 23:15:25,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,58,Hits
2786,2023-02-01 23:15:26,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2389,Glances Off
2787,2023-02-01 23:15:28,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2773,Hits
2788,2023-02-01 23:15:29,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,37,Grazes
2789,2023-02-01 23:15:29,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,75,Penetrates
2790,2023-02-01 23:15:29,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,35,Grazes
2791,2023-02-01 23:15:29,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,96,Smashes
2792,2023-02-01 23:15:29,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,89,Smashes
2793,2023-02-01 23:15:31,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3191,Hits
2794,2023-02-01 23:15:33,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,68,Penetrates
2795,2023-02-01 23:15:33,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,34,Grazes
2796,2023-02-01 23:15:33,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,95,Smashes
2797,2023-02-01 23:15:33,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2464,Glances Off
2798,2023-02-01 23:15:33,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,83,Penetrates
2799,2023-02-01 23:15:33,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,96,Smashes
2800,2023-02-01 23:15:36,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3053,Hits
2801,2023-02-01 23:15:37,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,67,Hits
2802,2023-02-01 23:15:37,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,91,Smashes
2803,2023-02-01 23:15:37,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,69,Penetrates
2804,2023-02-01 23:15:37,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,97,Smashes
2805,2023-02-01 23:15:37,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,94,Smashes
2806,2023-02-01 23:15:38,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3341,Hits
2807,2023-02-01 23:15:41,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,56,Hits
2808,2023-02-01 23:15:41,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,87,Smashes
2809,2023-02-01 23:15:41,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,55,Hits
2810,2023-02-01 23:15:41,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,4059,Penetrates
2811,2023-02-01 23:15:41,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,92,Smashes
2812,2023-02-01 23:15:41,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,44,Glances Off
2813,2023-02-01 23:15:43,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2894,Hits
2814,2023-02-01 23:15:45,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,54,Hits
2815,2023-02-01 23:15:45,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,74,Penetrates
2816,2023-02-01 23:15:45,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,81,Penetrates
2817,2023-02-01 23:15:45,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,87,Smashes
2818,2023-02-01 23:15:45,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,86,Smashes
2819,2023-02-01 23:15:46,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,2988,Hits
2820,2023-02-01 23:15:49,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3164,Hits
2821,2023-02-01 23:15:49,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,78,Penetrates
2822,2023-02-01 23:15:49,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,62,Hits
2823,2023-02-01 23:15:49,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,67,Hits
2824,2023-02-01 23:15:49,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,48,Glances Off
2825,2023-02-01 23:15:49,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,36,Grazes
2826,2023-02-01 23:15:51,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3577,Penetrates
2827,2023-02-01 23:15:53,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,91,Smashes
2828,2023-02-01 23:15:53,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,78,Penetrates
2829,2023-02-01 23:15:53,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,67,Hits
2830,2023-02-01 23:15:53,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,65,Hits
2831,2023-02-01 23:15:53,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,71,Penetrates
2832,2023-02-01 23:15:54,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,6120,Smashes
2833,2023-02-01 23:15:56,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3832,Penetrates
2834,2023-02-01 23:15:57,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,71,Penetrates
2835,2023-02-01 23:15:57,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,46,Glances Off
2836,2023-02-01 23:15:57,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,85,Penetrates
2837,2023-02-01 23:15:57,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,39,Grazes
2838,2023-02-01 23:15:57,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,91,Smashes
2839,2023-02-01 23:15:59,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3664,Penetrates
2840,2023-02-01 23:16:01,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,54,Hits
2841,2023-02-01 23:16:01,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,63,Hits
2842,2023-02-01 23:16:01,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,41,Grazes
2843,2023-02-01 23:16:01,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,4090,Penetrates
2844,2023-02-01 23:16:01,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,61,Hits
2845,2023-02-01 23:16:01,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,53,Hits
2846,2023-02-01 23:16:04,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,4189,Hits
2847,2023-02-01 23:16:05,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,69,Penetrates
2848,2023-02-01 23:16:05,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,46,Glances Off
2849,2023-02-01 23:16:05,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,59,Hits
2850,2023-02-01 23:16:05,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,100,Smashes
2851,2023-02-01 23:16:05,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,96,Smashes
2852,2023-02-01 23:16:06,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,4162,Hits
2853,2023-02-01 23:16:09,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,65,Hits
2854,2023-02-01 23:16:09,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,204,Wrecks
2855,2023-02-01 23:16:09,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,44,Glances Off
2856,2023-02-01 23:16:09,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,4466,Hits
2857,2023-02-01 23:16:09,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,67,Hits
2858,2023-02-01 23:16:09,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,75,Penetrates
2859,2023-02-01 23:16:12,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,5047,Penetrates
2860,2023-02-01 23:16:13,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,100,Smashes
2861,2023-02-01 23:16:13,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,59,Hits
2862,2023-02-01 23:16:13,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,90,Smashes
2863,2023-02-01 23:16:13,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,61,Hits
2864,2023-02-01 23:16:13,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,69,Penetrates
2865,2023-02-01 23:16:14,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3560,Hits
2866,2023-02-01 23:16:17,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Mega Pulse Laser II,3762,Hits
2867,2023-02-01 23:16:17,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,60,Hits
2868,2023-02-01 23:16:17,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,62,Hits
2869,2023-02-01 23:16:17,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,52,Hits
2870,2023-02-01 23:16:17,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,101,Smashes
2871,2023-02-01 23:16:17,Dravynea Uta,Arithmos Tyrannos,Arithmos Tyrannos,Acolyte II,97,Smashes
2876,2023-02-01 23:18:31,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,410,Grazes
2881,2023-02-01 23:18:34,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,567,Grazes
2883,2023-02-01 23:18:36,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,439,Grazes
2884,2023-02-01 23:18:39,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,397,Grazes
2888,2023-02-01 23:18:42,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,1965,Smashes
2889,2023-02-01 23:18:44,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,501,Grazes
2890,2023-02-01 23:18:48,Dravynea Uta,Orthrus,Orthrus,Mega Pulse Laser II,1844,Glances Off
2891,2023-02-01 23:18:51,Dravynea Uta,Orthrus,Orthrus,Mega Pulse Laser II,2337,Hits
2892,2023-02-01 23:18:54,Dravynea Uta,Orthrus,Orthrus,Mega Pulse Laser II,4157,Hits
2893,2023-02-01 23:18:57,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,324,Grazes
2894,2023-02-01 23:19:00,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,956,Glances Off
2895,2023-02-01 23:19:02,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,475,Grazes
2896,2023-02-01 23:19:05,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,713,Grazes
2897,2023-02-01 23:19:08,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,2428,Grazes
2898,2023-02-01 23:19:11,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,645,Grazes
2902,2023-02-01 23:19:14,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,851,Glances Off
2903,2023-02-01 23:19:16,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,803,Grazes
2904,2023-02-01 23:19:20,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,591,Grazes
2908,2023-02-01 23:19:22,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,975,Glances Off
2909,2023-02-01 23:19:25,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,1096,Hits
2911,2023-02-01 23:19:27,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,476,Grazes
2917,2023-02-01 23:19:32,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,560,Grazes
2919,2023-02-01 23:19:34,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,514,Grazes
2921,2023-02-01 23:19:37,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,1178,Hits
2922,2023-02-01 23:19:40,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,1205,Hits
2923,2023-02-01 23:19:42,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,1370,Penetrates
2924,2023-02-01 23:19:45,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,1148,Hits
2925,2023-02-01 23:19:47,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,1073,Hits
2926,2023-02-01 23:19:58,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1499,Hits
2927,2023-02-01 23:20:01,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1562,Hits
2928,2023-02-01 23:20:03,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1776,Penetrates
2932,2023-02-01 23:20:06,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1176,Glances Off
2933,2023-02-01 23:20:08,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1597,Penetrates
2934,2023-02-01 23:20:11,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1638,Penetrates
2935,2023-02-01 23:20:13,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1432,Hits
2936,2023-02-01 23:20:16,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1718,Penetrates
2940,2023-02-01 23:20:18,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,2107,Smashes
2941,2023-02-01 23:20:21,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1401,Hits
2942,2023-02-01 23:20:24,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,2011,Smashes
2943,2023-02-01 23:20:26,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,2340,Smashes
2944,2023-02-01 23:20:29,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,2429,Smashes
2945,2023-02-01 23:20:31,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1698,Penetrates
2946,2023-02-01 23:20:34,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1782,Penetrates
2947,2023-02-01 23:20:36,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1213,Hits
2948,2023-02-01 23:20:39,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,4802,Penetrates
2949,2023-02-01 23:20:41,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,3368,Hits
2954,2023-02-01 23:20:45,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1219,Hits
2955,2023-02-01 23:20:47,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1962,Smashes
2957,2023-02-01 23:20:49,Dravynea Uta,Emergent Keeper,Emergent Keeper,Imperial Navy Large EMP Smartbomb,188,Hits
2958,2023-02-01 23:20:49,Dravynea Uta,Emergent Keeper,Emergent Keeper,Imperial Navy Large EMP Smartbomb,188,Hits
2959,2023-02-01 23:20:49,Dravynea Uta,Emergent Keeper,Emergent Keeper,Imperial Navy Large EMP Smartbomb,188,Hits
2960,2023-02-01 23:20:49,Dravynea Uta,Emergent Keeper,Emergent Keeper,Imperial Navy Large EMP Smartbomb,188,Hits
2961,2023-02-01 23:20:49,Dravynea Uta,Emergent Keeper,Emergent Keeper,Imperial Navy Large EMP Smartbomb,188,Hits
2962,2023-02-01 23:20:49,Dravynea Uta,Emergent Keeper,Emergent Keeper,Imperial Navy Large EMP Smartbomb,188,Hits
2963,2023-02-01 23:20:49,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,99,Hits
2964,2023-02-01 23:20:49,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,82,Hits
2965,2023-02-01 23:20:49,Dravynea Uta,Light Missile,Light Missile,Imperial Navy Large EMP Smartbomb,375,Hits
2966,2023-02-01 23:20:49,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
2967,2023-02-01 23:20:49,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
2968,2023-02-01 23:20:49,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
2969,2023-02-01 23:20:49,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
2970,2023-02-01 23:20:49,Dravynea Uta,Anarevien Lemmont,Vargur,Imperial Navy Large EMP Smartbomb,125,Hits
2972,2023-02-01 23:20:50,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1412,Hits
2976,2023-02-01 23:20:53,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,2254,Smashes
2977,2023-02-01 23:20:55,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,3811,Hits
2979,2023-02-01 23:20:57,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,99,Hits
2980,2023-02-01 23:20:57,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Imperial Navy Large EMP Smartbomb,113,Hits
2981,2023-02-01 23:20:57,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,82,Hits
2982,2023-02-01 23:20:57,Dravynea Uta,Light Missile,Light Missile,Imperial Navy Large EMP Smartbomb,25,Hits
2983,2023-02-01 23:20:57,Dravynea Uta,Light Missile,Light Missile,Imperial Navy Large EMP Smartbomb,25,Hits
2984,2023-02-01 23:20:57,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Imperial Navy Large EMP Smartbomb,131,Hits
2985,2023-02-01 23:20:57,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
2986,2023-02-01 23:20:57,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
2987,2023-02-01 23:20:57,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,150,Hits
2988,2023-02-01 23:20:57,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Imperial Navy Large EMP Smartbomb,375,Hits
2989,2023-02-01 23:20:57,Dravynea Uta,Anarevien Lemmont,Vargur,Imperial Navy Large EMP Smartbomb,125,Hits
2994,2023-02-01 23:21:00,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1601,Penetrates
2997,2023-02-01 23:21:03,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1605,Penetrates
2999,2023-02-01 23:21:05,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1722,Penetrates
3006,2023-02-01 23:21:08,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1411,Hits
3008,2023-02-01 23:21:10,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1369,Hits
3009,2023-02-01 23:21:13,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1274,Hits
3014,2023-02-01 23:21:15,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1529,Hits
3015,2023-02-01 23:21:18,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1234,Hits
3016,2023-02-01 23:21:21,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1520,Hits
3021,2023-02-01 23:21:23,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1365,Hits
3022,2023-02-01 23:21:26,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1988,Smashes
3023,2023-02-01 23:21:28,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,2901,Glances Off
3024,2023-02-01 23:21:32,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1704,Penetrates
3025,2023-02-01 23:21:35,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1590,Penetrates
3026,2023-02-01 23:21:37,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1723,Penetrates
3027,2023-02-01 23:21:40,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1389,Hits
3028,2023-02-01 23:21:42,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,2466,Smashes
3029,2023-02-01 23:21:45,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,2374,Smashes
3030,2023-02-01 23:21:47,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1595,Penetrates
3031,2023-02-01 23:21:50,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,3351,Penetrates
3032,2023-02-01 23:21:52,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,3250,Hits
3033,2023-02-01 23:21:55,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,2699,Penetrates
3034,2023-02-01 23:21:59,Dravynea Uta,Awakened Keeper,Awakened Keeper,Mega Pulse Laser II,2064,Hits
3035,2023-02-01 23:22:01,Dravynea Uta,Awakened Keeper,Awakened Keeper,Mega Pulse Laser II,2490,Penetrates
3036,2023-02-01 23:22:04,Dravynea Uta,Awakened Keeper,Awakened Keeper,Mega Pulse Laser II,1711,Hits
3037,2023-02-01 23:22:06,Dravynea Uta,Awakened Keeper,Awakened Keeper,Mega Pulse Laser II,4049,Penetrates
3038,2023-02-01 23:22:09,Dravynea Uta,Awakened Keeper,Awakened Keeper,Mega Pulse Laser II,1236,Hits
3039,2023-02-01 23:22:12,Dravynea Uta,Awakened Keeper,Awakened Keeper,Mega Pulse Laser II,1823,Hits
3040,2023-02-01 23:22:14,Dravynea Uta,Awakened Keeper,Awakened Keeper,Mega Pulse Laser II,2934,Smashes
3041,2023-02-01 23:22:17,Dravynea Uta,Awakened Keeper,Awakened Keeper,Mega Pulse Laser II,2192,Hits
3042,2023-02-01 23:22:20,Dravynea Uta,Awakened Keeper,Awakened Keeper,Mega Pulse Laser II,3051,Hits
3047,2023-02-01 23:22:22,Dravynea Uta,Awakened Keeper,Awakened Keeper,Mega Pulse Laser II,1902,Hits
3052,2023-02-01 23:22:26,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,2067,Smashes
3058,2023-02-01 23:22:28,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,1457,Penetrates
3060,2023-02-01 23:22:32,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,1075,Hits
3063,2023-02-01 23:22:34,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,814,Grazes
3066,2023-02-01 23:22:37,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,1654,Penetrates
3068,2023-02-01 23:22:40,Dravynea Uta,Awakened Sentinel,Awakened Sentinel,Mega Pulse Laser II,917,Glances Off
3070,2023-02-01 23:22:45,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1654,Penetrates
3074,2023-02-01 23:22:47,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1549,Hits
3075,2023-02-01 23:22:50,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1301,Hits
3077,2023-02-01 23:22:52,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,1685,Penetrates
3078,2023-02-01 23:22:55,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Mega Pulse Laser II,4347,Hits
3079,2023-02-01 23:23:03,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,1067,Penetrates
3080,2023-02-01 23:23:06,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,878,Hits
3081,2023-02-01 23:23:08,Dravynea Uta,Sleepless Keeper,Sleepless Keeper,Mega Pulse Laser II,726,Glances Off
